"id";"kind";"numfuses"
1711617618;"sing";2
1711759582;"sing";21
1711795073;"sing";4
1711830564;"sing";3
1711866055;"sing";6
1711972528;"sing";14
1712114492;"sing";1
1712149983;"sing";5
1713392168;"sing";5
1714740826;"sing";4
1714953772;"sing";4
1715202209;"sing";5
1715983011;"sing";21
1716124975;"sing";1
1716337921;"sing";3
1716479885;"sing";3
1717864034;"sing";2
1718893273;"sing";4
1719248183;"sing";2
1719603093;"sing";5
1719745057;"sing";2
1719851530;"sing";12
1719887021;"sing";3
1719922512;"sing";1
1719958003;"sing";3
1720099967;"sing";1
1720241931;"sing";1
1721910008;"sing";3
1722335900;"sing";3
1722797283;"sing";2
1723045720;"sing";3
1723081211;"sing";2
1723258666;"sing";3
1723400630;"sing";2
1723507103;"sing";6
1723613576;"sing";6
1723684558;"sing";2
1724039468;"sing";7
1724110450;"sing";4
1724216923;"sing";1
1724323396;"sing";2
1724607324;"sing";7
1724784779;"sing";3
1724820270;"sing";4
1724926743;"sing";3
1724962234;"sing";1
1725139689;"sing";1
1725210671;"sing";5
1725281653;"sing";4
1725352635;"sing";1
1725388126;"sing";1
1725423617;"sing";1
1725459108;"sing";4
1725636563;"sing";1
1725672054;"sing";2
1725707545;"sing";7
1725778527;"sing";1
1725814018;"sing";2
1726097946;"sing";1
1726168928;"sing";1
1726204419;"sing";4
1726239910;"sing";2
1726310892;"sing";2
1726630311;"sing";1
1726665802;"sing";1
1726772275;"sing";5
1727588568;"sing";2
1727872496;"sing";4
1727907987;"sing";3
1728120933;"sing";2
1728156424;"sing";14
1728191915;"sing";1
1728262897;"sing";1
1728369370;"sing";3
1728440352;"sing";8
1728546825;"sing";41
1728901735;"sing";7
1728937226;"sing";1
1729114681;"sing";1
1729150172;"sing";1
1729469591;"sing";1
1729576064;"sing";7
1729824501;"sing";1
1729895483;"sing";2
1729930974;"sing";3
1730072938;"sing";16
1730498830;"sing";5
1730782758;"sing";3
1731315123;"sing";6
1731350614;"sing";1
1731457087;"sing";1
1731563560;"sing";2
1731705524;"sing";1
1731847488;"sing";1
1731882979;"sing";4
1732308871;"sing";22
1732486326;"sing";1
1732628290;"sing";1
1732841236;"sing";7
1732947709;"sing";1
1733231637;"sing";3
1733444583;"sing";2
1733551056;"sing";3
1733976948;"sing";2
1734083421;"sing";2
1734118912;"sing";6
1734154403;"sing";1
1734296367;"sing";1
1734331858;"sing";1
1734367349;"sing";2
1734509313;"sing";5
1734757750;"sing";2
1734793241;"sing";4
1734828732;"sing";1
1735041678;"sing";1
1735183642;"sing";1
1735361097;"sing";15
1735609534;"sing";1
1735645025;"sing";14
1735716007;"sing";2
1735857971;"sing";1
1736177390;"sing";2
1736461318;"sing";1
1736709755;"sing";6
1736816228;"sing";7
1736993683;"sing";1
1737242120;"sing";4
1737277611;"sing";2
1737561539;"sing";3
1737774485;"sing";2
1737916449;"sing";1
1738022922;"sing";8
1738164886;"sing";2
1738200377;"sing";1
1738555287;"sing";4
1738626269;"sing";1
1738732742;"sing";2
1738874706;"sing";2
1738910197;"sing";7
1738945688;"sing";1
1739016670;"sing";11
1739052161;"sing";2
1739229616;"sing";2
1739336089;"sing";11
1739407071;"sing";2
1739442562;"sing";1
1739584526;"sing";8
1739832963;"sing";3
1739903945;"sing";13
1739939436;"sing";1
1739974927;"sing";1
1740223364;"sing";1
1740400819;"sing";2
1740755729;"sing";1
1740862202;"sing";1
1740933184;"sing";4
1740968675;"sing";4
1741359076;"sing";2
1741430058;"sing";1
1741501040;"sing";2
1741536531;"sing";3
1741643004;"sing";2
1741962423;"sing";2
1742068896;"sing";1
1742175369;"sing";1
1742423806;"sing";1
1742565770;"sing";1
1742636752;"sing";4
1742885189;"sing";6
1742991662;"sing";20
1743169117;"sing";2
1743275590;"sing";5
1743311081;"sing";2
1743382063;"sing";7
1743453045;"sing";22
1743665991;"sing";1
1743736973;"sing";3
1743807955;"sing";2
1744127374;"sing";1
1744162865;"sing";4
1744233847;"sing";2
1744517775;"sing";3
1744588757;"sing";2
1744624248;"sing";1
1744730721;"sing";4
1744908176;"sing";5
1744979158;"sing";6
1745014649;"sing";1
1745050140;"sing";2
1745156613;"sing";1
1745298577;"sing";5
1745653487;"sing";4
1745901924;"sing";13
1746079379;"sing";10
1746114870;"sing";6
1746256834;"sing";3
1746718217;"sing";3
1746789199;"sing";3
1746824690;"sing";2
1747215091;"sing";21
1747392546;"sing";3
1747570001;"sing";11
1749096114;"sing";2
1749344551;"sing";1
1749699461;"sing";3
1749805934;"sing";1
1750125353;"sing";7
1750160844;"sing";3
1750338299;"sing";72
1750551245;"sing";9
1750586736;"sing";3
1750764191;"sing";2
1750941646;"sing";23
1750977137;"sing";4
1751012628;"sing";1
1751083610;"sing";6
1751296556;"sing";1
1751332047;"sing";1
1751757939;"sing";5
1751793430;"sing";4
1751864412;"sing";2
1751899903;"sing";1
1752254813;"sing";10
1752467759;"sing";1
1752503250;"sing";5
1752645214;"sing";3
1752680705;"sing";2
1753000124;"sing";1
1753213070;"sing";1
1753284052;"sing";15
1753426016;"sing";1
1754135836;"sing";1
1754242309;"sing";2
1754455255;"sing";4
1754703692;"sing";1
1754987620;"sing";1
1755378021;"sing";1
1755413512;"sing";6
1755519985;"sing";1
1755590967;"sing";3
1755661949;"sing";2
1755803913;"sing";1
1756052350;"sing";3
1756087841;"sing";14
1756123332;"sing";10
1756158823;"sing";1
1756194314;"sing";1
1756229805;"sing";3
1756478242;"sing";1
1756620206;"sing";3
1756904134;"sing";7
1757436499;"sing";7
1758110828;"sing";4
1758146319;"sing";2
1758394756;"sing";1
1758536720;"sing";1
1758643193;"sing";7
1759175558;"sing";1
1759317522;"sing";1
1759459486;"sing";1
1759814396;"sing";1
1759849887;"sing";1
1760169306;"sing";5
1760204797;"sing";3
1760240288;"sing";6
1760382252;"sing";2
1760488725;"sing";9
1760524216;"sing";2
1760737162;"sing";1
1760950108;"sing";7
1761269527;"sing";1
1761517964;"sing";9
1761624437;"sing";9
1761695419;"sing";7
1761730910;"sing";18
1762298766;"sing";2
1762334257;"sing";1
1762547203;"sing";3
1762795640;"sing";1
1762831131;"sing";1
1763079568;"sing";4
1763540951;"sing";3
1764108807;"sing";2
1764463717;"sing";2
1764499208;"sing";18
1764641172;"sing";3
1764889609;"sing";1
1765244519;"sing";1
1765280010;"sing";1
1765599429;"sing";7
1765741393;"sing";1
1765883357;"sing";2
1765954339;"sing";1
1766273758;"sing";2
1766557686;"sing";2
1766770632;"sing";6
1766806123;"sing";2
1767019069;"sing";2
1767125542;"sing";1
1767586925;"sing";1
1767764380;"sing";3
1768225763;"sing";18
1768296745;"sing";1
1768438709;"sing";3
1768474200;"sing";7
1768509691;"sing";10
1768545182;"sing";2
1768722637;"sing";9
1768793619;"sing";4
1769467948;"sing";7
1769503439;"sing";4
1769538930;"sing";3
1769574421;"sing";3
1769858349;"sing";23
1770461696;"sing";1
1770568169;"sing";3
1770781115;"sing";15
1770816606;"sing";2
1771348971;"sing";19
1771597408;"sing";6
1771774863;"sing";17
1771916827;"sing";2
1772484683;"sing";17
1772768611;"sing";9
1772910575;"sing";9
1773159012;"sing";4
1773336467;"sing";16
1773371958;"sing";2
1773442940;"sing";1
1773513922;"sing";1
1773691377;"sing";2
1773833341;"sing";5
1774117269;"sing";2
1774543161;"sing";3
1774720616;"sing";2
1774969053;"sing";1
1775111017;"sing";4
1775146508;"sing";21
1775785346;"sing";2
1775927310;"sing";3
1776069274;"sing";1
1776104765;"sing";55
1776211238;"sing";1
1776388693;"sing";1
1776566148;"sing";16
1777169495;"sing";2
1777559896;"sing";5
1777595387;"sing";1
1777737351;"sing";3
1777914806;"sing";1
1778056770;"sing";4
1778163243;"sing";15
1778269716;"sing";1
1778624626;"sing";5
1778766590;"sing";10
1778837572;"sing";1
1778908554;"sing";3
1779405428;"sing";1
1779476410;"sing";5
1779547392;"sing";7
1779618374;"sing";1
1780470158;"sing";1
1780505649;"sing";55
1780647613;"sing";12
1780718595;"sing";6
1781179978;"sing";2
1781286451;"sing";2
1781392924;"sing";3
1781570379;"sing";10
1782031762;"sing";10
1782209217;"sing";4
1782244708;"sing";14
1782315690;"sing";1
1782386672;"sing";1
1782564127;"sing";1
1784267695;"sing";1
1784338677;"sing";9
1784445150;"sing";1
1784480641;"sing";1
1784587114;"sing";17
1785083988;"sing";2
1785190461;"sing";1
1785261443;"sing";1
1785545371;"sing";1
1785687335;"sing";3
1785722826;"sing";2
1786432646;"sing";1
1786574610;"sing";6
1787000502;"sing";3
1788739561;"sing";15
1789129962;"sing";1
1789165453;"sing";5
1789236435;"sing";2
1789307417;"sing";4
1789555854;"sing";2
1789591345;"sing";2
1789768800;"sing";4
1789875273;"sing";2
1789981746;"sing";2
1790301165;"sing";4
1790478620;"sing";14
1790585093;"sing";10
1790620584;"sing";4
1790691566;"sing";1
1790727057;"sing";1
1790798039;"sing";2
1790833530;"sing";2
1790940003;"sing";1
1791259422;"sing";1
1791365895;"sing";1
1791507859;"sing";1
1791649823;"sing";4
1791720805;"sing";8
1792040224;"sing";2
1792111206;"sing";1
1792395134;"sing";2
1792785535;"sing";2
1793033972;"sing";10
1793175936;"sing";4
1793814774;"sing";1
1793850265;"sing";2
1793885756;"sing";1
1793956738;"sing";1
1793992229;"sing";3
1794311648;"sing";10
1794347139;"sing";1
1795198923;"sing";9
1795624815;"sing";6
1795873252;"sing";12
1796050707;"sing";18
1796086198;"sing";1
1796157180;"sing";26
1796192671;"sing";1
1796228162;"sing";5
1796405617;"sing";1
1796547581;"sing";1
1796760527;"sing";6
1796831509;"sing";2
1797079946;"sing";2
1797292892;"sing";2
1797399365;"sing";20
1797647802;"sing";2
1797860748;"sing";12
1797896239;"sing";1
1798144676;"sing";1
1798180167;"sing";3
1798925478;"sing";8
1799102933;"sing";1
1799315879;"sing";1
1799386861;"sing";6
1799670789;"sing";5
1799883735;"sing";2
1799954717;"sing";14
1800025699;"sing";3
1800061190;"sing";1
1800416100;"sing";2
1800451591;"sing";1
1800558064;"sing";20
1800593555;"sing";2
1800735519;"sing";31
1801054938;"sing";5
1801232393;"sing";10
1801622794;"sing";1
1801871231;"sing";2
1801906722;"sing";1
1802048686;"sing";1
1802332614;"sing";5
1802439087;"sing";2
1802545560;"sing";1
1802971452;"sing";8
1803184398;"sing";3
1803290871;"sing";1
1803716763;"sing";2
1803823236;"sing";10
1803894218;"sing";6
1804000691;"sing";2
1804249128;"sing";5
1804284619;"sing";1
1804426583;"sing";1
1804462074;"sing";3
1804746002;"sing";3
1804852475;"sing";1
1804887966;"sing";2
1805029930;"sing";3
1805242876;"sing";3
1805562295;"sing";5
1805704259;"sing";2
1805846223;"sing";2
1806307606;"sing";3
1806414079;"sing";1
1807123899;"sing";2
1807194881;"sing";3
1807301354;"sing";10
1807620773;"sing";3
1807975683;"sing";9
1808224120;"sing";15
1808259611;"sing";1
1808295102;"sing";3
1808401575;"sing";4
1808472557;"sing";2
1808543539;"sing";1
1808650012;"sing";2
1809004922;"sing";4
1809324341;"sing";82
1809359832;"sing";3
1809466305;"sing";2
1809750233;"sing";1
1809998670;"sing";5
1810140634;"sing";7
1811098891;"sing";4
1811240855;"sing";5
1811311837;"sing";41
1811382819;"sing";3
1811453801;"sing";2
1811489292;"sing";8
1811666747;"sing";10
1811915184;"sing";3
1811950675;"sing";1
1811986166;"sing";2
1812128130;"sing";13
1812341076;"sing";1
1812412058;"sing";1
1812837950;"sing";1
1812979914;"sing";2
1813263842;"sing";3
1813512279;"sing";1
1813547770;"sing";1
1814009153;"sing";3
1814044644;"sing";15
1814080135;"sing";5
1814399554;"sing";9
1814577009;"sing";2
1814896428;"sing";2
1815038392;"sing";2
1815109374;"sing";2
1815180356;"sing";10
1815286829;"sing";1
1815322320;"sing";2
1815499775;"sing";1
1815570757;"sing";1
1815606248;"sing";1
1815677230;"sing";1
1815712721;"sing";1
1815819194;"sing";1
1816032140;"sing";1
1816067631;"sing";1
1816245086;"sing";1
1816493523;"sing";2
1816529014;"sing";1
1816599996;"sing";1
1816741960;"sing";1
1817238834;"sing";4
1817558253;"sing";2
1817593744;"sing";5
1817984145;"sing";1
1818126109;"sing";2
1818161600;"sing";3
1818197091;"sing";1
1818410037;"sing";1
1818516510;"sing";8
1818587492;"sing";1
1818871420;"sing";2
1818906911;"sing";1
1819332803;"sing";1
1819510258;"sing";1
1819687713;"sing";8
1819794186;"sing";1
1819865168;"sing";3
1819971641;"sing";1
1820007132;"sing";2
1820113605;"sing";2
1820397533;"sing";1
1820433024;"sing";18
1820681461;"sing";4
1820858916;"sing";11
1821000880;"sing";1
1821071862;"sing";1
1821107353;"sing";2
1821284808;"sing";4
1821391281;"sing";1
1821426772;"sing";2
1821497754;"sing";3
1821533245;"sing";4
1821639718;"sing";2
1821852664;"sing";9
1822207574;"sing";5
1822314047;"sing";1
1822526993;"sing";5
1822668957;"sing";2
1822704448;"sing";1
1822846412;"sing";1
1823378777;"sing";3
1823414268;"sing";1
1823449759;"sing";1
1823485250;"sing";1
1823875651;"sing";1
1823911142;"sing";3
1824301543;"sing";2
1824408016;"sing";1
1824443507;"sing";10
1824549980;"sing";4
1824727435;"sing";1
1824833908;"sing";19
1825046854;"sing";2
1825188818;"sing";3
1825259800;"sing";5
1825295291;"sing";12
1825401764;"sing";17
1825508237;"sing";5
1825543728;"sing";1
1825650201;"sing";1
1826040602;"sing";1
1826076093;"sing";7
1826431003;"sing";6
1826466494;"sing";4
1826501985;"sing";2
1826608458;"sing";5
1826714931;"sing";3
1826785913;"sing";1
1826856895;"sing";22
1827069841;"sing";2
1827353769;"sing";9
1827389260;"sing";2
1827495733;"sing";1
1827673188;"sing";1
1827850643;"sing";3
1828205553;"sing";3
1828595954;"sing";1
1828986355;"sing";4
1829128319;"sing";2
1829270283;"sing";7
1829412247;"sing";1
1829483229;"sing";3
1829660684;"sing";7
1829944612;"sing";1
1830086576;"sing";2
1830370504;"sing";14
1830441486;"sing";28
1830512468;"sing";1
1830654432;"sing";4
1830796396;"sing";9
1831080324;"sing";2
1831577198;"sing";8
1831896617;"sing";1
1832109563;"sing";3
1832180545;"sing";1
1832358000;"sing";1
1832464473;"sing";2
1832606437;"sing";1
1832677419;"sing";2
1833067820;"sing";7
1833209784;"sing";12
1833351748;"sing";1
1833422730;"sing";1
1833564694;"sing";1
1833777640;"sing";1
1833813131;"sing";2
1833884113;"sing";1
1834664915;"sing";2
1834913352;"sing";5
1835019825;"sing";1
1835445717;"sing";14
1835516699;"sing";1
1835623172;"sing";8
1835694154;"sing";1
1835765136;"sing";1
1836155537;"sing";4
1836332992;"sing";5
1836474956;"sing";1
1836616920;"sing";2
1836687902;"sing";1
1836900848;"sing";1
1837007321;"sing";1
1837433213;"sing";3
1837468704;"sing";10
1837610668;"sing";4
1838036560;"sing";1
1838072051;"sing";1
1838391470;"sing";7
1838533434;"sing";2
1838746380;"sing";6
1838852853;"sing";1
1838959326;"sing";1
1839030308;"sing";3
1839101290;"sing";1
1839385218;"sing";4
1839420709;"sing";1
1839598164;"sing";4
1839633655;"sing";2
1839775619;"sing";20
1839988565;"sing";1
1840059547;"sing";2
1840130529;"sing";1
1840307984;"sing";7
1840414457;"sing";5
1840591912;"sing";4
1840627403;"sing";9
1840733876;"sing";12
1840982313;"sing";10
1841195259;"sing";63
1841230750;"sing";1
1841301732;"sing";2
1841372714;"sing";9
1841940570;"sing";1
1842082534;"sing";1
1842118025;"sing";3
1842153516;"sing";2
1842224498;"sing";48
1842401953;"sing";1
1842650390;"sing";15
1842863336;"sing";4
1843182755;"sing";3
1843218246;"sing";1
1843289228;"sing";1
1843466683;"sing";2
1843857084;"sing";1
1844353958;"sing";1
1844389449;"sing";4
1844424940;"sing";1
1844495922;"sing";1
1844815341;"sing";3
1844957305;"sing";2
1845063778;"sing";1
1845134760;"sing";3
1845525161;"sing";1
1845667125;"sing";5
1845773598;"sing";2
1845809089;"sing";1
1845844580;"sing";6
1845880071;"sing";1
1845915562;"sing";10
1846093017;"sing";1
1846696364;"sing";4
1846802837;"sing";1
1846980292;"sing";1
1847086765;"sing";1
1847193238;"sing";3
1847477166;"sing";4
1847796585;"sing";1
1848328950;"sing";13
1848399932;"sing";2
1848754842;"sing";3
1848967788;"sing";3
1849038770;"sing";2
1849109752;"sing";17
1849145243;"sing";4
1849180734;"sing";6
1849393680;"sing";5
1849890554;"sing";1
1850138991;"sing";15
1850245464;"sing";4
1850280955;"sing";1
1850316446;"sing";19
1850422919;"sing";3
1850529392;"sing";14
1850564883;"sing";5
1850671356;"sing";5
1850777829;"sing";1
1850813320;"sing";1
1850884302;"sing";2
1851061757;"sing";9
1851132739;"sing";14
1851310194;"sing";2
1851665104;"sing";1
1851984523;"sing";1
1852020014;"sing";1
1852197469;"sing";1
1852268451;"sing";1
1852374924;"sing";4
1852623361;"sing";1
1852765325;"sing";1
1852800816;"sing";2
1852871798;"sing";3
1853120235;"sing";3
1853297690;"sing";2
1853688091;"sing";2
1853759073;"sing";3
1853936528;"sing";1
1853972019;"sing";1
1854007510;"sing";2
1854433402;"sing";1
1854504384;"sing";1
1854575366;"sing";7
1854788312;"sing";7
1854930276;"sing";13
1855072240;"sing";2
1855249695;"sing";16
1855675587;"sing";2
1855817551;"sing";2
1855995006;"sing";1
1856101479;"sing";3
1856207952;"sing";1
1856527371;"sing";1
1856669335;"sing";2
1856953263;"sing";22
1857947011;"sing";4
1858124466;"sing";3
1858372903;"sing";1
1858514867;"sing";27
1858656831;"sing";3
1858763304;"sing";14
1859011741;"sing";1
1859615088;"sing";3
1859757052;"sing";11
1859934507;"sing";7
1860395890;"sing";2
1861389638;"sing";3
1861425129;"sing";1
1861673566;"sing";13
1861709057;"sing";9
1861922003;"sing";7
1862276913;"sing";3
1862596332;"sing";1
1862951242;"sing";1
1863128697;"sing";2
1863377134;"sing";1
1863554589;"sing";1
1863732044;"sing";1
1863944990;"sing";2
1864086954;"sing";2
1864477355;"sing";1
1864583828;"sing";20
1865471103;"sing";3
1865577576;"sing";1
1866109941;"sing";1
1866145432;"sing";1
1866322887;"sing";1
1866358378;"sing";3
1866961725;"sing";1
1867103689;"sing";1
1867245653;"sing";12
1867316635;"sing";1
1867352126;"sing";1
1867458599;"sing";4
1867565072;"sing";2
1867600563;"sing";1
1867707036;"sing";1
1867884491;"sing";2
1867955473;"sing";3
1868132928;"sing";5
1868239401;"sing";1
1868345874;"sing";2
1868452347;"sing";2
1868558820;"sing";3
1868594311;"sing";10
1868665293;"sing";8
1868700784;"sing";1
1868984712;"sing";1
1869304131;"sing";2
1869339622;"sing";1
1869375113;"sing";3
1869517077;"sing";2
1869942969;"sing";3
1870226897;"sing";1
1870262388;"sing";1
1870439843;"sing";3
1870475334;"sing";1
1870510825;"sing";1
1870688280;"sing";1
1870794753;"sing";1
1870865735;"sing";2
1871256136;"sing";2
1871327118;"sing";1
1871469082;"sing";1
1871575555;"sing";1
1871753010;"sing";1
1871859483;"sing";1
1871930465;"sing";3
1872356357;"sing";1
1872427339;"sing";1
1872746758;"sing";8
1872888722;"sing";2
1873101668;"sing";3
1873137159;"sing";2
1873172650;"sing";12
1873279123;"sing";12
1873598542;"sing";1
1873775997;"sing";1
1873846979;"sing";6
1874024434;"sing";3
1874485817;"sing";1
1874769745;"sing";3
1874840727;"sing";1
1875018182;"sing";1
1875089164;"sing";10
1875231128;"sing";4
1875408583;"sing";11
1875586038;"sing";8
1875976439;"sing";2
1876118403;"sing";13
1876331349;"sing";1
1876366840;"sing";1
1876473313;"sing";5
1876686259;"sing";23
1876899205;"sing";20
1877183133;"sing";2
1877325097;"sing";2
1877963935;"sing";2
1877999426;"sing";3
1878034917;"sing";1
1878247863;"sing";1
1878283354;"sing";1
1878460809;"sing";2
1878638264;"sing";2
1879170629;"sing";2
1879206120;"sing";22
1879277102;"sing";8
1879667503;"sing";2
1879702994;"sing";9
1880057904;"sing";5
1880128886;"sing";4
1880199868;"sing";2
1880483796;"sing";3
1880732233;"sing";1
1880874197;"sing";7
1880909688;"sing";1
1881690490;"sing";2
1881725981;"sing";7
1881903436;"sing";3
1882116382;"sing";5
1882364819;"sing";2
1882471292;"sing";175
1882506783;"sing";4
1882613256;"sing";6
1882684238;"sing";2
1882790711;"sing";3
1883571513;"sing";2
1883607004;"sing";5
1884139369;"sing";1
1884316824;"sing";5
1884529770;"sing";5
1884636243;"sing";4
1884813698;"sing";3
1884920171;"sing";6
1884955662;"sing";24
1885026644;"sing";5
1885133117;"sing";1
1886020392;"sing";2
1886517266;"sing";1
1886694721;"sing";2
1886907667;"sing";4
1886943158;"sing";11
1886978649;"sing";3
1887120613;"sing";1
1887440032;"sing";1
1887794942;"sing";3
1887865924;"sing";6
1887972397;"sing";8
1888114361;"sing";4
1888220834;"sing";1
1888256325;"sing";1
1888611235;"sing";2
1889072618;"sing";2
1889179091;"sing";5
1889285564;"sing";55
1889392037;"sing";3
1889427528;"sing";5
1889534001;"sing";9
1889711456;"sing";1
1889746947;"sing";5
1890066366;"sing";1
1890208330;"sing";1
1890279312;"sing";3
1890492258;"sing";5
1891024623;"sing";3
1891060114;"sing";2
1891095605;"sing";1
1891237569;"sing";1
1891450515;"sing";2
1891876407;"sing";1
1892160335;"sing";2
1892444263;"sing";9
1892657209;"sing";1
1892728191;"sing";5
1892905646;"sing";1
1893047610;"sing";1
1893189574;"sing";1
1893508993;"sing";4
1893792921;"sing";1
1893828412;"sing";2
1894005867;"sing";1
1894289795;"sing";5
1894360777;"sing";1
1894502741;"sing";1
1894751178;"sing";5
1894786669;"sing";1
1894928633;"sing";1
1894999615;"sing";8
1895106088;"sing";1
1895602962;"sing";1
1895744926;"sing";24
1895851399;"sing";1
1895957872;"sing";2
1895993363;"sing";1
1896490237;"sing";1
1896561219;"sing";1
1896703183;"sing";1
1897164566;"sing";1
1897377512;"sing";6
1897483985;"sing";3
1897625949;"sing";2
1897874386;"sing";3
1897980859;"sing";3
1898051841;"sing";1
1898442242;"sing";2
1898477733;"sing";1
1898939116;"sing";2
1899223044;"sing";1
1899719918;"sing";1
1899861882;"sing";9
1899968355;"sing";1
1900003846;"sing";4
1900110319;"sing";6
1901458977;"sing";1
1901636432;"sing";2
1901920360;"sing";1
1901955851;"sing";1
1902168797;"sing";1
1902204288;"sing";10
1902275270;"sing";1
1902310761;"sing";2
1902346252;"sing";1
1902630180;"sing";1
1902772144;"sing";8
1903020581;"sing";1
1903233527;"sing";8
1903304509;"sing";1
1903659419;"sing";5
1903694910;"sing";2
1903872365;"sing";1
1904085311;"sing";1
1904227275;"sing";2
1904262766;"sing";3
1904582185;"sing";3
1905043568;"sing";1
1905114550;"sing";1
1905221023;"sing";3
1905256514;"sing";1
1905469460;"sing";3
1905717897;"sing";8
1906463208;"sing";1
1906605172;"sing";14
1906676154;"sing";3
1906747136;"sing";1
1907208519;"sing";1
1907776375;"sing";5
1907882848;"sing";3
1907918339;"sing";2
1908166776;"sing";1
1908308740;"sing";1
1909125033;"sing";1
1909586416;"sing";1
1909763871;"sing";2
1910296236;"sing";1
1910331727;"sing";1
1910580164;"sing";1
1910828601;"sing";1
1910899583;"sing";1
1910935074;"sing";5
1911006056;"sing";1
1911431948;"sing";1
1911573912;"sing";5
1911822349;"sing";4
1911999804;"sing";10
1912035295;"sing";4
1912461187;"sing";2
1912780606;"sing";1
1912993552;"sing";1
1913029043;"sing";1
1913064534;"sing";6
1913241989;"sing";3
1913525917;"sing";4
1913632390;"sing";6
1913809845;"sing";4
1914164755;"sing";1
1914448683;"sing";3
1914555156;"sing";1
1914590647;"sing";2
1914910066;"sing";2
1915052030;"sing";6
1915158503;"sing";2
1915264976;"sing";12
1915371449;"sing";1
1915442431;"sing";2
1915584395;"sing";1
1915690868;"sing";2
1915832832;"sing";1
1915974796;"sing";3
1916187742;"sing";1
1916294215;"sing";29
1916365197;"sing";5
1917075017;"sing";2
1917287963;"sing";4
1917358945;"sing";2
1917536400;"sing";1
1917820328;"sing";1
1918281711;"sing";1
1918601130;"sing";2
1918885058;"sing";1
1918991531;"sing";3
1919027022;"sing";1
1919133495;"sing";1
1919204477;"sing";3
1919275459;"sing";13
1919559387;"sing";1
1920304698;"sing";1
1920837063;"sing";1
1921120991;"sing";19
1921227464;"sing";1
1921262955;"sing";5
1921369428;"sing";1
1921759829;"sing";1
1922221212;"sing";3
1922434158;"sing";1
1922789068;"sing";1
1922824559;"sing";1
1923037505;"sing";1
1923214960;"sing";2
1923534379;"sing";2
1923711834;"sing";5
1923818307;"sing";10
1924350672;"sing";6
1924599109;"sing";1
1924670091;"sing";4
1924883037;"sing";10
1924918528;"sing";1
1925379911;"sing";2
1925450893;"sing";9
1925557366;"sing";1
1925663839;"sing";1
1925770312;"sing";4
1925805803;"sing";2
1925912276;"sing";1
1926409150;"sing";8
1926657587;"sing";2
1927260934;"sing";1
1927331916;"sing";1
1927722317;"sing";3
1927899772;"sing";28
1927935263;"sing";1
1928006245;"sing";4
1928503119;"sing";13
1928893520;"sing";1
1929319412;"sing";1
1929709813;"sing";50
1929780795;"sing";4
1929922759;"sing";1
1930206687;"sing";1
1930774543;"sing";1
1931342399;"sing";1
1931484363;"sing";1
1931697309;"sing";1
1931803782;"sing";2
1932052219;"sing";1
1932442620;"sing";3
1932974985;"sing";1
1933365386;"sing";2
1933471859;"sing";1
1933613823;"sing";2
1933649314;"sing";9
1934075206;"sing";11
1934572080;"sing";1
1934749535;"sing";1
1934891499;"sing";1
1935104445;"sing";2
1935175427;"sing";1
1935210918;"sing";1
1935388373;"sing";1
1935956229;"sing";1
1936027211;"sing";5
1936133684;"sing";2
1936169175;"sing";1
1936346630;"sing";2
1936382121;"sing";1
1936843504;"sing";2
1936878995;"sing";1
1937020959;"sing";5
1937056450;"sing";1
1937162923;"sing";1
1937446851;"sing";1
1937979216;"sing";1
1938405108;"sing";3
1938618054;"sing";1
1938831000;"sing";12
1938972964;"sing";1
1939114928;"sing";1
1939434347;"sing";1
1940073185;"sing";1
1940428095;"sing";2
1940534568;"sing";21
1940783005;"sing";1
1941137915;"sing";2
1941315370;"sing";2
1941599298;"sing";12
1941812244;"sing";1
1942060681;"sing";4
1942096172;"sing";1
1942451082;"sing";1
1942486573;"sing";1
1942735010;"sing";2
1942841483;"sing";1
1943551303;"sing";7
1943799740;"sing";1
1943977195;"sing";1
1944012686;"sing";3
1944119159;"sing";2
1944403087;"sing";6
1944509560;"sing";1
1944864470;"sing";15
1946142146;"sing";2
1946177637;"sing";1
1946213128;"sing";1
1946426074;"sing";1
1946461565;"sing";3
1946532547;"sing";2
1946958439;"sing";2
1947171385;"sing";1
1947348840;"sing";2
1947561786;"sing";1
1947597277;"sing";1
1947845714;"sing";2
1947987678;"sing";1
1948023169;"sing";1
1948200624;"sing";3
1949123390;"sing";2
1949265354;"sing";1
1949407318;"sing";6
1949620264;"sing";3
1950010665;"sing";1
1950223611;"sing";1
1950401066;"sing";3
1950649503;"sing";1
1950755976;"sing";4
1951501287;"sing";1
1951536778;"sing";1
1952033652;"sing";1
1952211107;"sing";7
1952282089;"sing";2
1952317580;"sing";3
1952459544;"sing";1
1952743472;"sing";7
1952885436;"sing";1
1952956418;"sing";1
1953453292;"sing";1
1953630747;"sing";1
1953666238;"sing";1
1953808202;"sing";2
1953843693;"sing";11
1953879184;"sing";1
1954127621;"sing";11
1954234094;"sing";21
1954447040;"sing";5
1954695477;"sing";4
1954730968;"sing";1
1954837441;"sing";3
1954872932;"sing";1
1954979405;"sing";4
1955085878;"sing";50
1955121369;"sing";4
1955511770;"sing";5
1955760207;"sing";1
1955831189;"sing";1
1956292572;"sing";7
1956753955;"sing";2
1956789446;"sing";2
1957392793;"sing";1
1957428284;"sing";14
1957534757;"sing";2
1957747703;"sing";2
1957889667;"sing";5
1957925158;"sing";5
